date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:31:12	117/117	---MC-	200	added ('OK')	text/plain	date:Tue,%2011%20Oct%202022%2022:31:13%20GMT	https://fertilfamily.com/robots.txt		(from )
19:31:13	35126/35126	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202022%2022:31:13%20GMT	https://fertilfamily.com/pressel-karine/	C:/Users/pedro/Downloads/Clone%20adv%20whats/fertilfamily.com/pressel-karine/index.html	(from )
19:31:13	6641/6641	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Sep%202020%2009:13:47%20GMT	https://fertilfamily.com/wp-content/themes/hello-elementor/style.min.css?ver=2.2.0	C:/Users/pedro/Downloads/Clone%20adv%20whats/fertilfamily.com/wp-content/themes/hello-elementor/style.min3601.css	(from https://fertilfamily.com/pressel-karine/)
19:31:13	5231/5231	---M--	200	added ('OK')	text/css	date:Thu,%2003%20Sep%202020%2009:13:47%20GMT	https://fertilfamily.com/wp-content/themes/hello-elementor/theme.min.css?ver=2.2.0	C:/Users/pedro/Downloads/Clone%20adv%20whats/fertilfamily.com/wp-content/themes/hello-elementor/theme.min3601.css	(from https://fertilfamily.com/pressel-karine/)
19:31:14	19279/19279	---M--	200	added ('OK')	text/css	date:Sun,%2002%20Oct%202022%2021:10:49%20GMT	https://fertilfamily.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0	C:/Users/pedro/Downloads/Clone%20adv%20whats/fertilfamily.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css	(from https://fertilfamily.com/pressel-karine/)
19:31:14	88932/88932	---M--	200	added ('OK')	text/css	date:Mon,%2004%20Jul%202022%2020:40:38%20GMT	https://fertilfamily.com/wp-includes/css/dist/block-library/style.min.css?ver=6.0.2	C:/Users/pedro/Downloads/Clone%20adv%20whats/fertilfamily.com/wp-includes/css/dist/block-library/style.min5b21.css	(from https://fertilfamily.com/pressel-karine/)
19:31:16	13805/13805	---M--	200	added ('OK')	text/css	date:Sun,%2002%20Oct%202022%2021:10:49%20GMT	https://fertilfamily.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.7.8	C:/Users/pedro/Downloads/Clone%20adv%20whats/fertilfamily.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min3621.css	(from https://fertilfamily.com/pressel-karine/)
19:31:17	1311/1311	---M--	200	added ('OK')	text/css	date:Mon,%2008%20Aug%202022%2019:45:29%20GMT	https://fertilfamily.com/wp-content/uploads/elementor/css/post-9.css?ver=1659987929	C:/Users/pedro/Downloads/Clone%20adv%20whats/fertilfamily.com/wp-content/uploads/elementor/css/post-93c30.css	(from https://fertilfamily.com/pressel-karine/)
19:31:18	59344/59344	---M--	200	added ('OK')	text/css	date:Sun,%2002%20Oct%202022%2021:10:49%20GMT	https://fertilfamily.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.8	C:/Users/pedro/Downloads/Clone%20adv%20whats/fertilfamily.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min3621.css	(from https://fertilfamily.com/pressel-karine/)
19:31:18	165670/165670	---M--	200	added ('OK')	text/css	date:Sun,%2002%20Oct%202022%2021:10:49%20GMT	https://fertilfamily.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.7.8	C:/Users/pedro/Downloads/Clone%20adv%20whats/fertilfamily.com/wp-content/plugins/elementor/assets/css/frontend.min3621.css	(from https://fertilfamily.com/pressel-karine/)
19:31:18	26702/26702	---M--	200	added ('OK')	text/css	date:Sun,%2002%20Oct%202022%2021:10:49%20GMT	https://fertilfamily.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.7.8	C:/Users/pedro/Downloads/Clone%20adv%20whats/fertilfamily.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min3621.css	(from https://fertilfamily.com/pressel-karine/)
19:31:19	1969/1969	---M--	200	added ('OK')	text/css	date:Mon,%2008%20Aug%202022%2019:45:37%20GMT	https://fertilfamily.com/wp-content/uploads/elementor/css/post-7177.css?ver=1659987937	C:/Users/pedro/Downloads/Clone%20adv%20whats/fertilfamily.com/wp-content/uploads/elementor/css/post-7177a93e.css	(from https://fertilfamily.com/pressel-karine/)
